wid,spelling,phonetic,plurality,thirdpp,present_participle,past_tense,past_participle,explains
4022,riot,ˈraɪət,riots,riots,rioting,rioted,rioted,"['n. 暴乱，骚乱；纷呈，丰富多彩；<非正式>非常有趣的人（或事物）；纵情欢闹，狂欢；<喻>骚动；<喻>（感情的）爆发，宣泄', 'v. （人群）发生骚乱，聚众闹事；<喻>放纵，恣意；<罕>浪费，挥霍', '【名】 （Riot）（法）里奥，（西）里奥特（人名）']"
4023,rip,rɪp,rips,rips,ripping,ripped,ripped,"['v. （使）撕裂，（使）划破；迅速扯开，猛力去除；（迅速）贯穿，穿过；划出（孔洞），击穿；抢掠，剥夺；严厉批评，训斥；利用程序将（光盘上的音序）复制到硬盘驱动器上', 'n. 裂口，裂缝；撕，撕破；<美，非正式>欺诈，剽窃；（在电脑上制作的光碟）复制本；（由海、河中不同水流相遇造成的）裂流（激浪）水域，离岸流；<非正式，旧>生活放荡的人（尤指男人），浪子；<非正式，旧>调皮的人，淘气鬼（尤指小孩）；<非正式，旧>劣马，无用的马', '【名】 （Rip）（塞）里普（人名）']"
4024,ripe,raɪp,NULL,NULL,NULL,NULL,NULL,"['adj. （水果、谷物等）成熟的；（奶酪）熟的，（酒）芳醇的；（气味）浓烈的，刺鼻的，（香气）馥郁的；时机成熟的，适宜的；充满……的（ripe with）；高龄的，高寿的；（雌性鱼， 昆虫）快要产卵的；<非正式> (言语) 下流的，粗俗的', '【名】 （Ripe）（意，瑞典）里佩（人名）']"
4025,rise,raɪz,rises,rises,rising,rose,risen,"['v. （数字、 数量、价值）增加，（质量）提高；升起，达到较高水平（或位置）；（尤指从坐姿）起身，站起；取得成功，（权力或地位）升高，提高；（建筑物或自然景观）耸立，矗立；（建筑物）被建起；（土地，地貌轮廓特征）隆起，（地面）升高，变陡；（海水、河水或其他水域）上涨，升高；（响亮得） 听得到；（声音）变响，提高；（声音）从......传来；（太阳、月亮）升起，在天空出现；（鱼）游上水面；（感情或情绪） 变得强烈，增强；（面包、蛋糕等）发酵；（尤指早上）起床；复活，再生；（议会）休会，闭会，（法庭）休庭；（风力）加强，增强；（河流）发源，起源；起义，反抗 ；奋起应付（难局），能应付（难局）；（人）怒斥，对......进行争辩；（脸色因窘迫或羞愧而）变红，涨红；摆脱，不受（约束性环境）的影响；高出，超越；（毛发）竖起，立起来；（肿块， 水疱，伤痕在皮肤上）出现，长出；（胃）感到恶心；（气压表或其他测量仪器）读数升；接近（某个年龄）', 'n. （数字、 数量或价值的）增加，（质量）改善；<英>（工资的）上涨，增加；（地位的）升高，（优势、重要性、受欢迎程度等的）增强； 上升，升起；斜坡，小山丘，高地；（楼梯的）级高，（拱的）矢高，（斜坡的）垂直高度；（声音或声调的）提高；源头，起源；（运动或活动的）兴起，高涨']"
4026,risk,rɪsk,risks,risks,risking,risked,risked,"['n. 危险，风险；危险的人（或事物），隐患；（按风险大小评估的）被保险对象，受贷者；（保险业承保的）险；金融风险', 'v. 使遭受（失去、毁坏或伤害的）危险；冒......的危险，担......的风险；冒险做，（明知结果而）大胆做', '【名】 （Risk）（英、阿拉伯）里斯克（人名）']"
4027,ritual,ˈrɪtʃuəl,rituals,NULL,NULL,NULL,NULL,"['n. （宗教等的）仪式，典礼；习惯，例行公事；（尤指某一宗教或教派特定的）程序，仪式', 'adj. 仪式上的，庆典上的；（行动）常规的，例行的']"
4028,rival,ˈraɪv(ə)l,rivals,rivals,rivalling或rivaling,rivalled或rivaled,rivalled或rivaled,"['n. 竞争对手，敌手；可与之匹敌者，可与之相比的人（或物）', 'v. 与......相匹敌，比得上', 'adj. 竞争的，对抗的', '【名】 （Rival）（俄）里瓦尔（人名）']"
4029,roar,rɔː(r),roars,roars,roaring,roared,roared,"['v. 吼叫，咆哮；（人群）用欢呼声激励，为......喝彩，为加油；哄笑，大笑；（尤指车辆）轰鸣着疾驶，呼啸而过；果断行事，迅速发生；熊熊燃烧', 'n. 吼叫声， 咆哮声；（风或海的）呼啸声，（机器的）隆隆声；（狮等的）吼叫声；爆笑声', '【名】 （Roar）（挪）罗阿尔（人名）']"
4030,roast,rəʊst,roasts,roasts,roasting,roasted,roasted,"['v. 炙，烘（食物，尤指肉）；<非正式> 严厉批评，斥责；<美， 非正式> 和善地戏弄；<非正式> （尤指通过暴露在太阳下或炉火前）使受热发烫；以火刑折磨；烘干，烘焙（食品原料，金属矿等）；焙，炒（坚果、豆子等）；变热', 'n. （大块）烤肉，待烤的肉；<美>（讲述主角趣事的）庆祝会；户外烧烤野餐；烤，炙，烘（尤指咖啡）；（某种）烘过的咖啡', 'adj. 烘烤的，烤制的']"
4031,rob,rɒb,NULL,robs,robbing,robbed,robbed,['v. 抢劫，盗取；使丧失，剥夺；<英>（足球）夺（对手）的球；<非正式> 敲……竹杠']
4032,robe,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4033,robot,ˈrəʊbɒt,NULL,NULL,NULL,NULL,NULL,['n. 机器人，自动操作装置；机器般的人；<南非>自动交通信号机；（计算机）爬虫程序']
4034,robust,rəʊˈbʌst,NULL,NULL,NULL,NULL,NULL,['adj. 强健的，强壮的；（系统或组织）稳固的，健全的；（物体）结实的，坚固的；（观点等）强烈的，坚定的；（食物或饮料）味浓的，醇厚的；特大的；粗野的，粗鲁的']
4035,rock,rɒk,rocks,rocks,rocking,rocked,rocked,"['n. 岩石；礁石；（尤指凸出地面的）岩块，大石块；碎石，石子；<非正式>钻石，宝石；摇滚乐；可信赖的人，靠山；<英>棒棒糖；<非正式>石毒，强效可卡因块；<俚>睾丸（rocks）；轻轻摇动，轻轻摇摆', 'v. （使）轻轻摇晃，缓缓摆动；（使）剧烈摇摆，猛烈晃动；使震惊，使害怕；<非正式>（尤指自信或惹人注目地）穿（衣）；<非正式>跳摇滚舞，奏摇滚乐；<俚>很好，棒极了', '【名】 （Rock）（英、德、匈、意、瑞典）罗克（人名）']"
4036,rocket,ˈrɒkɪt,rockets,rockets,rocketing,rocketed,rocketed,"['n. 火箭；火箭发动机（=rocket engine/rocket motor）；火箭武器，火箭弹；火箭式焰火，流星焰火（=skyrocket）；<英>芝麻菜，大蒜芥；<英，非正式>严厉的斥责；（像火箭般）快速行动者，飞快行进的物体', 'v. 快速增长，猛增；迅速移动，飞速行进；用火箭武器攻击；（使）迅速成功，迅速提高地位；用火箭运载']"
4037,rod,rɒd,rods,NULL,NULL,NULL,NULL,"['n. 棒，杆；钓竿，鱼竿；钓鱼者；权力，权杖；枝条，柳条；（责打人用的）棍棒；杖责，惩罚（the rod）；<美，非正式>（左轮）手枪；视网膜杆', '【名】 （Rod）（英、法、德、捷、希）罗德，（阿拉伯）鲁德，（老）罗']"
4038,role,rəʊl,roles,NULL,NULL,NULL,NULL,"['n. （演员的）角色；作用，职责', '【名】 （Role）（意、塞、赤几）罗莱（人名）']"
4039,roll,rəʊl,rolls,rolls,rolling,rolled,rolled,"['v. （使）翻滚，滚动；（使）翻身，翻转；（使）滚动，开动；（机器）转动，运转；（液体）滚落，滑落；使……成球状（或管状）；使平坦，压平；把（衣服的边）卷起来；掷（骰子）；（船或飞机因为风或浪而）摇晃，摇摆；转动（眼睛），（眼珠）骨碌碌地转 ；摇（车窗），卷（窗帘等）；发出持续而低沉的声音，隆隆作响；摇晃着行进，蹒跚地走；（时间）流逝；（产品）从（流水线，机器）产出；用颤音发出（辅音，尤其是r）；（词语）轻松自如说出，流畅地吐出；<非正式> 盗窃（某人，尤指喝醉或睡着的人）；（波浪，烟，云，雾）翻滚，涌流；（土地）绵延起伏，伸展；（影视节目的摄制人员名单在屏幕上）滚动显示；掷出（骰子数）；（人，动物）在原地打滚；卷（烟）；连获成功；摇动（肩膀）；<美，非正式> 使（车）翻身，使翻车', 'n. 卷，卷轴；卷状食品，卷饼；（通常指颈部或腰部的）赘皮，赘肉；面包卷，小圆面包；名单，花名册；滚动，翻滚；左右摇晃，振荡；隆隆声，持续的轰隆声；掷骰子；（地形的）延绵起伏；压路机，辊轧机；（名单上的）总人数；公文，案卷；（乐）（鼓的）单击（或双击）快速滚奏；<美> 一卷钞票，钱；（飞机）翻滚', '【名】 （Roll）（美、挪、加）罗尔（人名）']"
4040,romance,rəʊˈmæns; ˈrəʊmæns,romances,romances,romancing,romanced,romanced,"['n. （通常指短暂的）浪漫史，爱情关系，风流韵事；爱情，恋爱；传奇色彩，浪漫情调；（对某物的）迷恋，钟情；爱情故事；传奇故事；浪漫曲', 'v. 向……求爱，追求（某人）；夸张，渲染；讨好，奉承', 'adj. （语言）罗曼语的', '【名】 （Romance）（西）罗曼塞（人名）']"
4041,romantic,rəʊˈmæntɪk,romantics,NULL,NULL,NULL,NULL,"['adj. （人）浪漫的，有情调的；（事物）富有浪漫色彩的，充满浪漫气息的；爱情的，情爱的；不切实际的，空想的；（文学、艺术和音乐）浪漫主义的（Romantic）', 'n. 浪漫的人；爱幻想的人，空想者； 浪漫主义作家（或音乐家、艺术家）（Romantic）']"
4042,roof,ruːf,roofs,roofs,roofing,roofed,roofed,"['n. 屋顶，车顶；（洞穴、矿井等的）顶部；口腔顶部，上腭；住处，栖身之处；（价格或工资的）最高限度，上限', 'v. 给......盖上屋顶；覆遮，遮蔽', '【名】 （Roof）（英）鲁夫（人名）']"
4043,room,ruːm,rooms,rooms,rooming,roomed,roomed,"['n. 房间，室；客房；<英，旧>（租用的）住所，寓所（rooms）；空间，地方；机会， 余地；房间里所有的人', 'v.  <美>租房，合住； <美>让……同住', '【名】 （Room）（英）鲁姆，（俄）罗姆（人名）']"
4044,root,ruːt,roots,roots,rooting,rooted,rooted,"['n. （植物的）根，根茎；根用作物；（头发、牙齿、指甲等的）根部；底部，基部；根源，起因；起源，背景；（某人的）祖籍（roots）；与……的特殊关联（roots in）；（圣经）根苗，苗裔；（语言学）词根；（乐）根音（=root note）；（数学）方根；（神经的）根；<澳新，俚>性交；<澳新，俚>（有明确性能的）性交伙伴', 'v. （使）生根；扎根于，在……中根深蒂固；根源在于，由……产生（be rooted in）；使（某人）无法移动；（动物）用鼻拱土觅食；翻找，搜寻；<澳新，俚>与……性交；使精疲力竭，挫败', '【名】 （Root）（英）鲁特，（德、瑞典）罗特（人名）']"
4045,rope,rəʊp,ropes,ropes,roping,roped,roped,"['n. 粗绳，绳索；（球状物的）（一）串，（一）条；<美>（套捕牛、马等的）套索；（拳击台、摔跤台的）围绳（the ropes）；绞刑（the rope）；<非正式>办事的规矩，诀窍（the ropes）', 'v. 用绳子捆（或绑、系）；<美>用绳套捕捉（动物）；用绳（或带子）围起（或隔开）（rope sth. off）；借绳爬下/借绳登山（rope down/up）；<非正式>说服……参加（活动） (rope someone in/into)；拧成绳状', '【名】  （Rope）（英）罗普，（芬）罗佩（人名）']"
4046,rot,rɒt,NULL,rots,rotting,rotted,rotted,"['v. （使）腐败，（使）腐烂；逐渐衰弱（或憔悴）；<英，旧，非正式>取笑，开玩笑', 'n. 腐烂，腐烂物；<英>腐化，堕落（the rot）；<美>官员腐败（the rot）；（尤指植物的）枯病；羊肝蛭病；<英，非正式，旧>蠢话，废话', 'int. <非正式>胡说，废话', '【名】 （Rot）（美、俄、荷）罗特（人名）']"
4047,rotary,ˈrəʊtəri,rotaries,NULL,NULL,NULL,NULL,"['adj. 绕轴转动的；（机器）有旋转部件的，旋转式的', 'n. <美>环岛，环形交通枢纽；旋转式装置']"
4048,rotate,rəʊˈteɪt,NULL,rotates,rotating,rotated,rotated,"['v. （使）旋转，（使）转动；（人员）轮换，轮值；轮种，轮作；定期调换地点（或位置）', 'adj. （植） 辐状的']"
4049,rotten,ˈrɒtn,NULL,NULL,NULL,NULL,NULL,"['adj. 腐烂的，发臭的；（道德、社会或政治）腐败的，堕落的；<非正式>令人不快的，讨厌的；<非正式>质量差的，水平低的；<非正式>（人）不友善的，不诚实的；<非正式>身体不适的，有病的；<非正式>感到内疚（或惭愧）的； <非正式> （强调非常生气或沮丧）倒霉的，破烂的', 'adv.  <非正式>非常；<非正式>恶劣地，糟糕地', '【名】 （Rotten）（法、德）罗滕（人名）']"
